prompt_id,prompt,N,K,max_new_tokens,batch_tokens_generated,batch_rounds,batch_time,batch_tokens_per_second,batch_target_calls,batch_target_sequences_evaluated,batch_draft_calls,batch_total_accepted,chosen_path_drafted_tokens,total_draft_compute_tokens,best_path_acceptance_rate,compute_adjusted_acceptance_rate,generated_tokens_per_target_call,ar_tokens_generated,ar_time,ar_target_calls,speedup_vs_ar
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",1,2,50,51,23,1.3529431819915771,37.6955962961625,23,23,46,28,46,46,0.6086956521739131,0.6086956521739131,2.217391304347826,50,1.8773341178894043,50,1.3875927259013985
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",1,4,50,50,22,1.7345809936523438,28.8254052033164,22,22,88,28,88,88,0.3181818181818182,0.3181818181818182,2.272727272727273,50,1.8773341178894043,50,1.0822983330034528
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",1,6,50,50,18,1.7589595317840576,28.42589559140486,18,18,108,32,108,108,0.2962962962962963,0.2962962962962963,2.7777777777777777,50,1.8773341178894043,50,1.067298072506127
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",1,8,50,53,17,2.0287442207336426,26.12453529545185,17,17,136,36,136,136,0.2647058823529412,0.2647058823529412,3.1176470588235294,50,1.8773341178894043,50,0.9253675740407113
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",1,10,50,54,26,3.603147268295288,14.98689783655397,26,26,260,28,260,260,0.1076923076923077,0.1076923076923077,2.076923076923077,50,1.8773341178894043,50,0.5210261968497346
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",2,2,50,50,18,1.295469045639038,38.596059217559805,18,36,36,32,36,72,0.8888888888888888,0.4444444444444444,2.7777777777777777,50,1.8773341178894043,50,1.449153975704097
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",2,4,50,52,23,2.1351256370544434,24.354538720137178,23,46,92,29,92,184,0.31521739130434784,0.15760869565217392,2.260869565217391,50,1.8773341178894043,50,0.8792616627840782
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",2,6,50,51,14,1.607384204864502,31.728568593405555,14,28,84,37,84,168,0.44047619047619047,0.22023809523809523,3.642857142857143,50,1.8773341178894043,50,1.1679436143567545
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",2,8,50,51,14,1.9160659313201904,26.61703815424579,14,28,112,37,112,224,0.33035714285714285,0.16517857142857142,3.642857142857143,50,1.8773341178894043,50,0.9797857616496007
0,"Du Fu 's mother died shortly after he was born , and he was partially raised by his aunt . He had an elder brother , who died young . He also had three half brothers and one half sister , to whom he frequently refers in his poems , although he never mentions his stepmother .",2,10,50,50,10,1.5776488780975342,31.69273004541691,10,20,100,40,100,200,0.4,0.2,5.0,50,1.8773341178894043,50,1.1899568680663954
